Family,Sub-Family,Solution Capability,Capability Narrative (Paramified),Capability Narrative (Plain Text),Responsible Role,Integrator Role,Integrator Responsibility (Paramified),Integrator Responsibility (Plain Text),End User Role,End User Responsibility (Paramified),End User Responsibility (Plain Text),Implementation Status,Stack Inheritable,Provider Origination,Integrator Origination,End User Origination,Main Component,Target Date,Target Date Remarks,Target Date Remarks (Plain Text),Suggested Mappings,Applicable Products,Applicable Collections,Stack,Reviewed By,Reviewed By Email,Reviewed At,Reviewer Notes,Approval Status,Reviewers,Evidences
Mobile Device Management,Mobile Device Security,Device Management:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" devices are managed via ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" which enforces the following:""}]},{""type"":""ul"",""children"":[{""type"":""li"",""children"":[{""text"":""full device encryption""}]},{""type"":""li"",""children"":[{""text"":""Remote wipe capability""}]},{""type"":""li"",""children"":[{""text"":""installation of ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":""""}]}]},{""type"":""p"",""children"":[{""text"":""Mobile devices are not allowed to access ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"". Workstation devices connect to ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" through ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" which requires multi-factor authentication integrated with ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","#THIS ORGANIZATION devices are managed via @unknown which enforces the following:
full device encryption
Remote wipe capability
installation of @unknown

Mobile devices are not allowed to access #THIS SYSTEM. Workstation devices connect to #THIS SYSTEM through @unknown which requires multi-factor authentication integrated with @unknown and @unknown.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.1.18_smt.a+NIST_800_171_REV_2
3.1.18_smt.b+NIST_800_171_REV_2
3.1.18_smt.c+NIST_800_171_REV_2
3.1.19_smt.a+NIST_800_171_REV_2
3.1.19_smt.b+NIST_800_171_REV_2
3.1.1_smt.c+NIST_800_171_REV_2
3.1.1_smt.f+NIST_800_171_REV_2
3.5.1_smt.c+NIST_800_171_REV_2
3.5.2_smt.c+NIST_800_171_REV_2
CRY-06_smt+ADOBE_CCF_OS_V5
ac-19.5_smt+NIST_800_53_REV_4
ac-19.5_smt+NIST_800_53_REV_5
ac-19_smt.a+NIST_800_53_REV_4
ac-19_smt.a+NIST_800_53_REV_5
ac-19_smt.b+NIST_800_53_REV_4
ac-19_smt.b+NIST_800_53_REV_5
ac-20.3_smt+NIST_800_53_REV_5
ac-7.2_smt+NIST_800_53_REV_4
ac-7.2_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
People Resources,Business Ethics,Background Check,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" conducts background checks for individuals prior to granting access to ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" using ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". The checks are required regardless of the risk level of the individual. Any discrepancies found are evaluated on a case-by-case basis by the ""},{""type"":""mention"",""value"":""Operations Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","#THIS ORGANIZATION conducts background checks for individuals prior to granting access to #THIS SYSTEM using @unknown. The checks are required regardless of the risk level of the individual. Any discrepancies found are evaluated on a case-by-case basis by the @Operations Admin.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_CORPORATE,,,Onboarding Process,,,,"3.9.1_smt.a+NIST_800_171_REV_2
PR-01_smt+ADOBE_CCF_OS_V5
gr-5_dod_smt.b+DOD_GR
ir-9.4_smt+NIST_800_53_REV_4
ir-9.4_smt+NIST_800_53_REV_5
ps-2_smt.b+NIST_800_53_REV_4
ps-2_smt.b+NIST_800_53_REV_5
ps-3_smt.a+NIST_800_53_REV_4
ps-3_smt.a+NIST_800_53_REV_5
ps-7_smt.a+NIST_800_53_REV_4
ps-7_smt.a+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Operations,Change Management,Maintenance Notifications,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" maintains a dedicated notification portal (https://status.paramify.com) to update customers on planned maintenance and current ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" availability.""}]}]","#THIS ORGANIZATION maintains a dedicated notification portal (https://status.paramify.com) to update customers on planned maintenance and current #THIS SYSTEM availability.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Change Management Process,,,,CHM-04_smt+ADOBE_CCF_OS_V5,,All Jake's Test Offerings,,,,,,NOT_SET,,
Vulnerability Management,Vulnerability Remediation,Vulnerability Remediation,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""InfoSec Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" manages the timely resolution of vulnerabilities, categorized by severity:""}]},{""type"":""ul"",""children"":[{""type"":""li"",""children"":[{""text"":""Critical-risk: within 2 days,""}]},{""type"":""li"",""children"":[{""text"":""High-risk: within 30 days,""}]},{""type"":""li"",""children"":[{""text"":""Moderate-risk: within 90 days,""}]},{""type"":""li"",""children"":[{""text"":""Low-risk: within 180 days.""}]}]},{""type"":""p"",""children"":[{""text"":""Vulnerabilities are logged, assigned to respective component owners, and tracked to resolution in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","The @InfoSec Admin manages the timely resolution of vulnerabilities, categorized by severity:
Critical-risk: within 2 days,
High-risk: within 30 days,
Moderate-risk: within 90 days,
Low-risk: within 180 days.

Vulnerabilities are logged, assigned to respective component owners, and tracked to resolution in @unknown.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Vulnerability Management Process,,,,"3.11.3_smt.b+NIST_800_171_REV_2
3.12.2_smt.a+NIST_800_171_REV_2
3.12.2_smt.b+NIST_800_171_REV_2
3.12.2_smt.c+NIST_800_171_REV_2
3.14.1_smt.e+NIST_800_171_REV_2
3.14.1_smt.f+NIST_800_171_REV_2
3.14.3_smt.c+NIST_800_171_REV_2
VM-23_smt+ADOBE_CCF_OS_V5
ca-5_smt.b+NIST_800_53_REV_4
ca-5_smt.b+NIST_800_53_REV_5
ma-3.6_smt+NIST_800_53_REV_5
ra-5_smt.d+NIST_800_53_REV_4
ra-5_smt.d+NIST_800_53_REV_5
sa-15.7_smt.c+NIST_800_53_REV_5
si-2.3_smt.a+NIST_800_53_REV_4
si-2.3_smt.a+NIST_800_53_REV_5
si-2.3_smt.b+NIST_800_53_REV_4
si-2.3_smt.b+NIST_800_53_REV_5
si-2.4_smt+NIST_800_53_REV_5
si-2_smt.a+NIST_800_53_REV_4
si-2_smt.a+NIST_800_53_REV_5
si-5_smt.d+NIST_800_53_REV_4
si-5_smt.d+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Vulnerability Management,Penetration Testing,Discoverable Information,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" conducts ""},{""type"":""mention"",""value"":""Penetration Testing Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" on ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" to detect any non-public information that is publicly accessible. If any such information is found, it is investigated and remediated following the ""},{""type"":""mention"",""value"":""Incident Response Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","#THIS ORGANIZATION conducts @Penetration Testing Process on #THIS SYSTEM to detect any non-public information that is publicly accessible. If any such information is found, it is investigated and remediated following the @Incident Response Process.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Penetration Testing Process,,,,"ra-5.4_smt+NIST_800_53_REV_4
ra-5.4_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
People Resources,Personnel Security,Position Risk Designation,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" defines risk levels for roles accessing ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"", which are:""}]},{""type"":""ul"",""children"":[{""type"":""li"",""children"":[{""text"":""No Logical Access""}]},{""type"":""li"",""children"":[{""text"":""Non Privileged Access""}]},{""type"":""li"",""children"":[{""text"":""Privileged Access""}]}]},{""type"":""p"",""children"":[{""text"":""Risk level is inherent to each role, and is documented in the system as high-risk or severe. The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" reviews role risk designations at least annually""}]}]","#THIS ORGANIZATION defines risk levels for roles accessing #THIS SYSTEM, which are:
No Logical Access
Non Privileged Access
Privileged Access

Risk level is inherent to each role, and is documented in the system as high-risk or severe. The @Change Control Board reviews role risk designations at least annually
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Data Inventory Process,,,,"3.1.6_smt.a+NIST_800_171_REV_2
3.1.7_smt.b+NIST_800_171_REV_2
3.2.2_smt.a+NIST_800_171_REV_2
3.9.2e_smt.a+NIST_800_172_REV_2
ps-2_smt.a+NIST_800_53_REV_4
ps-2_smt.a+NIST_800_53_REV_5
ps-2_smt.c+NIST_800_53_REV_4
ps-2_smt.c+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Monitoring,Data Security Monitoring,Security Event Response:,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" reviews centralized ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" alerts based on monitoring criteria defined in the ""},{""type"":""mention"",""value"":""Incident Response Plan:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". Events can be closed, resolved or escalated as an incident in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" correlates incident data with logs and vulnerability reports for malicious code analysis.""}]}]","The @Change Control Board reviews centralized @unknown alerts based on monitoring criteria defined in the @Incident Response Plan. Events can be closed, resolved or escalated as an incident in @unknown. @unknown correlates incident data with logs and vulnerability reports for malicious code analysis.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.11.3e_smt.a+NIST_800_172_REV_2
3.11.3e_smt.b+NIST_800_172_REV_2
3.11.3e_smt.c+NIST_800_172_REV_2
3.14.6e_smt.b+NIST_800_172_REV_2
3.14.7_smt.b+NIST_800_171_REV_2
3.3.3_smt.a+NIST_800_171_REV_2
3.3.3_smt.b+NIST_800_171_REV_2
3.3.3_smt.c+NIST_800_171_REV_2
3.3.4_smt.b+NIST_800_171_REV_2
3.3.5_smt.a+NIST_800_171_REV_2
3.6.1e_smt.c+NIST_800_172_REV_2
3.6.2e_smt.c+NIST_800_172_REV_2
SM-25_smt+ADOBE_CCF_OS_V5
au-6.4_smt+NIST_800_53_REV_4
au-6.4_smt+NIST_800_53_REV_5
au-6.6_smt+NIST_800_53_REV_4
au-6.6_smt+NIST_800_53_REV_5
au-7_smt.b+NIST_800_53_REV_4
au-7_smt.b+NIST_800_53_REV_5
cm-3_smt.f+NIST_800_53_REV_4
cm-3_smt.f+NIST_800_53_REV_5
cna-04_smt+KSI_PHASE_1
ir-4.1_smt+NIST_800_53_REV_4
ir-4.1_smt+NIST_800_53_REV_5
ir-5.1_smt+NIST_800_53_REV_4
ir-5.1_smt+NIST_800_53_REV_5
ra-5.4_smt+NIST_800_53_REV_4
ra-5.4_smt+NIST_800_53_REV_5
si-3.10_smt.b+NIST_800_53_REV_4
si-3.10_smt.b+NIST_800_53_REV_5
si-4.16_smt+NIST_800_53_REV_4
si-4.16_smt+NIST_800_53_REV_5
si-4_smt.b+NIST_800_53_REV_4
si-4_smt.b+NIST_800_53_REV_5
si-4_smt.d+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Training and Awareness,Role Based Training,Anti-counterfeit Training,"[{""type"":""p"",""children"":[{""text"":""Within 10 days of assignment, ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" staff that have roles with access to ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" receive role-specific training through review of the ""},{""type"":""mention"",""value"":""Supply Chain Risk Management Plan:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". This training is updated and documented annually, or when supply chain risk events dictate a revision of content.""}]}]","Within 10 days of assignment, #THIS ORGANIZATION staff that have roles with access to #THIS SYSTEM receive role-specific training through review of the @Supply Chain Risk Management Plan. This training is updated and documented annually, or when supply chain risk events dictate a revision of content.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Supply Chain Risk Management Plan,,,,"at-2.5_smt+NIST_800_53_REV_5
at-2_smt.b+NIST_800_53_REV_5
at-3.1_smt+NIST_800_53_REV_5
at-3.3_smt+NIST_800_53_REV_4
at-3.3_smt+NIST_800_53_REV_5
at-3_smt.a+NIST_800_53_REV_4
at-3_smt.a+NIST_800_53_REV_5
ced-02_smt+KSI_PHASE_1
sa-16_smt+NIST_800_53_REV_4
sa-16_smt+NIST_800_53_REV_5
sr-11.1_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Compliance Program,Compliance Risk Assessment,Vulnerability Assessments,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" contracts with a ""},{""type"":""smart-tag"",""value"":""project-type"",""children"":[{""text"":""""}]},{""text"":""-accredited ""},{""type"":""mention"",""value"":""Red Team:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" for annual vulnerability scanning and penetration testing of the ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" environment.""}]},{""type"":""p"",""children"":[{""text"":""Monthly vulnerability scanning is performed by ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" for:""}]},{""type"":""ul"",""children"":[{""type"":""li"",""children"":[{""text"":""Servers: ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":""""}]},{""type"":""li"",""children"":[{""text"":""Containers: ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":""""}]},{""type"":""li"",""children"":[{""text"":""Databases: ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":""""}]},{""type"":""li"",""children"":[{""text"":""Web: ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":""""}]}]},{""type"":""p"",""children"":[{""text"":""The POA&M document is updated monthly with remediation activities for any high, moderate, or low-risk vulnerabilities identified in ongoing assessments and scans. Raw scan reports are made available to ""},{""type"":""mention"",""value"":""FedRAMP Project Management Office:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" monthly.""}]}]","#THIS ORGANIZATION contracts with a #PROGRAM TYPE-accredited @Red Team for annual vulnerability scanning and penetration testing of the #THIS SYSTEM environment.
Monthly vulnerability scanning is performed by #THIS ORGANIZATION for:
Servers: @unknown
Containers: @unknown
Databases: @unknown
Web: @unknown

The POA&M document is updated monthly with remediation activities for any high, moderate, or low-risk vulnerabilities identified in ongoing assessments and scans. Raw scan reports are made available to @FedRAMP Project Management Office monthly.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Vulnerability Management Process,,,,"3.12.1e_smt.a+NIST_800_172_REV_2
ca-2.2_smt+NIST_800_53_REV_4
ca-2.2_smt+NIST_800_53_REV_5
ca-7_fr_smt.1+NIST_800_53_REV_4
ca-7_fr_smt.2+NIST_800_53_REV_4
ca-7_fr_smt.3+NIST_800_53_REV_4
mla-04_smt+KSI_PHASE_1
sa-15.7_smt.b+NIST_800_53_REV_5
sa-8.28_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Operations,System Configuration,Baseline Configuration Exceptions,"[{""type"":""p"",""children"":[{""text"":""Approved exceptions in ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" configuration baseline due to operational needs are documented in the ""},{""type"":""mention"",""value"":""Configuration Management Plan:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and are managed using the ""},{""type"":""mention"",""value"":""Change Management Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". Exceptions remain in place until they are no longer required.""}]}]","Approved exceptions in #THIS SYSTEM configuration baseline due to operational needs are documented in the @Configuration Management Plan and are managed using the @Change Management Process. Exceptions remain in place until they are no longer required.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Configuration Management Plan,,,,"3.4.7_smt.n+NIST_800_171_REV_2
cm-3.8_smt+NIST_800_53_REV_5
cm-6_smt.c+NIST_800_53_REV_4
cm-6_smt.c+NIST_800_53_REV_5
cm-7.8_smt.b+NIST_800_53_REV_5
sc-7.4_smt.d+NIST_800_53_REV_4
sc-7.4_smt.d+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Third-Party Management,Supply Chain Risk Management,Supply Chain Risk Management Plan,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Vendor Risk Management Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" implements and updates the ""},{""type"":""mention"",""value"":""Supply Chain Risk Management Plan:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" for ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" annually, or when receiving relevant cyber threat information or in response to a cyber incident.""}]}]","The @GRC Admin implements and updates the @Supply Chain Risk Management Plan for #THIS SYSTEM annually, or when receiving relevant cyber threat information or in response to a cyber incident.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Supply Chain Risk Management Plan,,,,"3.11.7e_smt.c+NIST_800_172_REV_2
3.11.7e_smt.d+NIST_800_172_REV_2
mla-03_smt+KSI_PHASE_1
sr-2_smt.a+NIST_800_53_REV_5
sr-2_smt.b+NIST_800_53_REV_5
sr-3.2_smt+NIST_800_53_REV_5
sr-6.1_smt+NIST_800_53_REV_5
sr-7_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
